time flux error
1387988 0.9468916965223326 0.07012422652012452
1388006 0.8919056470568496 0.06856714732377565
1388023 0.9743929788230379 0.07089054649367973
1388040 1.19435494320709 0.07674284945578988
1388049 1.0058224119474135 0.0717562688411633
1388066 1.049032292626288 0.07292946230483272
1388083 1.0765310497429383 0.07366641276029222
1388101 0.9233471534281879 0.06946275616678123
1388118 1.0804663865959363 0.07377156338041853
1388135 1.0411909221791036 0.07271860806293673
1388144 0.9744197685449746 0.07089249554100435
1388248 0.9587277901609685 0.07045733323300633
1388256 1.005867349815501 0.07175947474879207
1388273 0.9508783455994878 0.07023848598118171
1388291 1.0765791467128716 0.07366970400882655
1388308 0.9312444947361799 0.06968761960342758
1427689 0.9238543170342767 0.0687493060939765
1427706 1.0892047166976337 0.07355265853934488
1427724 0.9858660754200773 0.07058925929508987
1427741 1.0148054797360042 0.0714317196817386
1427758 1.0685473721454466 0.07297030827348536
1427767 0.9528062955964355 0.06961496688235647
1427784 0.9610771682375614 0.0698602382910377
1427801 1.1057623179011873 0.07401735251513615
1427819 0.9032108030051678 0.06812698850510207
1427836 0.9652208629074859 0.0699831569227892
1427853 1.052034093841155 0.07250194208888354
1460668 0.8980910902925715 0.06766436106162484
1460685 1.0203288166733162 0.07124984762675933
1460703 0.9510658060663859 0.06924123578775687
1460711 1.0284848730137806 0.07148296235790279
1460728 1.2403640353276322 0.07728611048273333
1460746 0.9225537642233127 0.06839762142033134
1460763 1.10591207336707 0.07365702961430122
1460780 0.9551567263477382 0.0693622077704068
1460798 1.0122041794436545 0.07101817257002443
1460815 1.1914900814510692 0.07598763008555671
1466232 1.1660713124408781 0.08009762394587473
1466249 0.9562800220429535 0.06944378000588386
1466267 0.9481245414879454 0.06920396869525722
1466284 1.0541920226321901 0.07226271190251564
1466301 0.8502252941024915 0.06625599723058828
1466319 0.8624664927016357 0.06663192050739553
1466327 0.9848525312730011 0.07027870792293164
1466344 0.984855915894078 0.07027894944822456
1466362 0.8828726665722479 0.06725410013586122
1466379 1.0460547970734813 0.07203353873542787
1466396 1.111330209875339 0.07385893100846909
1466414 0.9930283613054615 0.0705163154385394
1466431 1.0501451056594575 0.07214970835099875
1466474 0.9767238617846374 0.07004367594492801
1466491 0.8992152591313618 0.06774905866860963
1466509 1.0134468067378224 0.07110535766707268
1466526 1.2459877096848146 0.07748978594608194
1466535 0.9522595576198288 0.06932814547608414
1466552 1.0664925214904397 0.07261156448067552
1471831 0.9091823297798988 0.06751568736671361
1471848 0.9531764560644944 0.06880645021553818
1471865 0.9531797318250991 0.06880668668115535
1471883 0.9491838698263093 0.06869060591391234
1471900 1.0291716267142312 0.07098103914563296
1471917 0.901199453217334 0.0672795457306955
1471935 1.037177171252824 0.07120650424483965
1471943 0.9931888268739499 0.06996045205536823
1471960 1.0531814640927415 0.07165481302903466
1471978 0.9132097278331566 0.06763611784839722
1471995 0.9931990667198644 0.069961173352497
1472012 1.0331957458734498 0.0710953247188692
1472030 1.269160116936492 0.07744848189362602
1472047 0.9412177149799924 0.06845972545959657
1472056 1.1931808855947632 0.07546155277539233
1472073 0.9332254662553561 0.06822615411981639
1472142 0.9732326605166025 0.0693894134709138
1472151 1.1252149358120882 0.07363936089892768
1472168 0.9372442074239886 0.06834468554088126
1472185 1.1092247361920669 0.07320414554030902
1472202 0.9732460393348593 0.06939036735212786
1472220 1.0332419067201215 0.07109850109701103
1472237 1.0892386336561757 0.07265656836330954
1472254 0.9852546605697746 0.0697360109842508
1477801 1.1135232566218556 0.07469978182316059
1477818 1.034137256724141 0.07244564137903728
1477836 0.8753604424057525 0.06771229200165164
1477853 1.0926425635473997 0.07411392770979992
1477870 0.9338649153385312 0.0694942522119016
1477879 1.0049021159344382 0.07159816935804264
1477896 0.8670155202052676 0.06745488200256974
1477913 1.0216231044220825 0.07208472953479968
1477931 0.8628429730064119 0.06732580161124839
1477948 0.9965588883544437 0.07135487824033683
1477965 0.9882052427346546 0.07111001092043939
1477983 1.0174584860513474 0.07196450643815724
1477991 0.9046405302899708 0.06861117475186998
1478008 1.030001327175092 0.07232802718149467
1478026 0.9171825826526284 0.06899231901649976
1478043 1.0843304110520775 0.07388103408916578
1478060 0.9380820501815196 0.06962262886243255
1478078 0.8336190980743369 0.0664139801255487
1478095 1.092698890813162 0.07411774838734086
1478104 0.87541158545615 0.06771624810132741
1488670 0.9526119187104778 0.06893868719978494
1488679 0.9245194639494335 0.06811614006939637
1488696 0.9205089761482051 0.0679980193244237
1488713 0.9807175488332865 0.06975248402734738
1488731 0.9124878612830445 0.06776115543646948
1488748 1.0128341674648274 0.07067075865778258
1488765 1.0208650887537 0.07089859034038973
1488783 1.0048135478873357 0.070442910941022
1488791 0.9727069053220123 0.06952233682923632
1488808 1.0810823211204466 0.07258353691635504
1488826 0.9606722082768994 0.06917434666804502
1488843 0.960675509797991 0.06917458439800385
1488860 0.9365958801656341 0.06847255800312756
1488878 1.0168757743543766 0.07078659199871286
1488895 1.1734193975506966 0.0750939731282118
1488904 1.149340250753893 0.07444780922040226
1488921 1.0369557189848588 0.07135405256435008
1488938 1.057028699138989 0.07191656555442218
1488955 1.1292826150885587 0.07390556897413858
1488973 0.9767576337511401 0.0696407365462362
1488990 0.9727470206459061 0.0695252039940981
1488999 0.8964854083116496 0.0672879156028413
1489016 1.0249352218511174 0.07101602244848952
1489033 0.988812981825704 0.06998786782910499
1489050 1.0088862793385853 0.07056129275933634
1489068 0.7760776964239139 0.06359576970708396
1489085 0.8965008130761574 0.06728907184530154
1489102 0.9326301530716362 0.06835834035653575
1489111 1.0891809620655242 0.07280991688136526
1489128 0.9005240935847545 0.067409389435316
1489145 0.9567241329984577 0.06906254451453651
1489163 0.9607415426025928 0.06917933916875463
1489180 1.085181912430802 0.07270018278684297
1489197 1.109270311147088 0.07336232935020859
1489215 0.9326525893499865 0.06835998485274547
1489223 0.9968820019654916 0.07022060016812653
1489240 0.9647722421409212 0.0692968942814833
1489258 1.0410446502430777 0.07147202267965409
1494407 0.9554426538773673 0.0798513976234829
1494424 0.9214057722291021 0.0786331297253991
1494442 0.9554492209862455 0.079851946471517
1494459 0.9838194849963562 0.08085366211096921
1494476 0.870354610962554 0.07676983409465063
1494494 1.1767229041267935 0.08736012037577655
1494511 0.9951764694812759 0.08125161786237213
1494520 0.859016647542496 0.0763502002907912
1494537 1.034897696806864 0.0826270913378661
1494554 1.1143304138194128 0.08531075408062808
1494571 0.9611490450874423 0.0800554371423649
1494589 0.9384580493973423 0.07924746780790051
1494606 0.881725672095926 0.07719009095843632
1494649 1.1370478891991973 0.08606384289066589
1494666 1.2788929227119512 0.09061893712039687
1494684 0.949824784038648 0.0796542584180119
1494701 1.057628108265436 0.08340544413158592
1494718 1.0860001700705928 0.08436510527009895
1494727 0.9952243519666888 0.08125552724882405
1494744 1.0519652427868313 0.08321309951781176
1494761 1.0349474904619504 0.08263106690462942
1494779 1.131405342219506 0.08587898273924119
1494796 0.9725428335340481 0.08046038682614273
1494813 1.1768037871229833 0.08736612514398384
1494831 0.8307035176352967 0.07529376948420204
1505752 1.117981452510735 0.09004154000804282
1505769 0.8497699761716031 0.0802154832484115
1505786 1.0805636201912767 0.08873637914783618
1505803 0.9183895188009813 0.08284079310318233
1505821 0.9870066126609774 0.08538519996921504
1505838 1.0181982189215333 0.0865171936812513
1505847 1.011964121946748 0.0862923376214544
1505864 0.8435498242645112 0.0799742433821779
1505881 1.0306842217187906 0.08696663679594158
1505898 0.7998914313415292 0.07825344821742623
1505916 0.9371249420274256 0.08354433573851912
1505933 0.9496036828652342 0.0840090728250734
1505942 0.8934667420998088 0.08189860190234381
1505959 1.0057506070240834 0.08606866399512006
1505976 1.0057540634651185 0.08606895978540842
1511238 0.4163740235469605 0.06623328992457299
1511255 0.34668211003850025 0.06202575356431814
1511272 0.39314567184775073 0.06486148871318811
1511290 0.4396095814174465 0.06757837028631976
1511307 0.39314837408259606 0.06486193453006332
1511324 0.23052969548219163 0.05429365076119978
1511342 0.12986061105609323 0.04656446917945398
1511350 0.13760491407131448 0.047204153096465626
1511368 0.1530931678558174 0.04845805594685396
1511385 0.33120379332204164 0.061053001283853804
1511402 0.41638833320293306 0.06623556618471207
1511419 0.2847422623274832 0.058031936521498885
1511437 0.2847432408949661 0.05803213595858133
1511454 0.3389523769175303 0.061543004872594745
1511463 0.31572139852513814 0.06006377004595575
1511480 0.323466538989196 0.06056114323432581
1511497 0.246026631352303 0.055389220994195756
1511514 0.41639835025472466 0.06623715961335551
1511532 0.362190663938352 0.06298879002575998
1511549 0.49384303002332847 0.0706197251659952
1522012 0.8518265594321404 0.06743218779189764
1522029 0.7871491537254267 0.06546495167339236
1522038 0.7184288470338656 0.06330777647872622
1522055 0.6416228996030965 0.06080625189063886
1522072 0.5850293008122358 0.058895106722389
1522090 0.6577976437599616 0.06134183625531717
1522107 0.6092888494221347 0.05972216171404958
1522124 0.6173761090071931 0.059995386751189976
1522142 0.5203554539083569 0.05663254546564528
1522150 0.6133377418464492 0.0598594413123412
1522168 0.6416383351215859 0.06080771470629882
1522185 0.5810006795176315 0.05875761861607879
1522202 0.500149288713341 0.05590722138166627
1522219 0.4920656182505133 0.05561431633251629
1522237 0.5769639895949512 0.058618982102261706
1522280 0.564841715910401 0.05819987035522672
1522297 0.7022972956899634 0.06279283041385361
1522314 0.524417931972295 0.05677879674047845
1522332 0.6012325812665305 0.059450748404086276
1522349 0.6174058137916614 0.05999827340327536
1522358 0.6052795049878319 0.05958845979535555
1522375 0.4637827794800958 0.05457796334428715
1522392 0.6376263882564086 0.06067610572492588
1522409 0.6052857454616456 0.059589074156522384
1522427 0.6538022150568518 0.06121290275071865
1522444 0.5769897670397047 0.058621601065663054
1522461 0.5648630692477178 0.05820207054942004
1522470 0.629551510998332 0.06040716774565796
1522487 0.6052961463943125 0.05959009810587629
1522504 0.7831873968420077 0.0653467537515292
1522522 0.7225458511529572 0.06344325209557154
1522539 0.6295601653063825 0.060407998149888585
1522556 0.7306367903358689 0.0637008101060535
1522574 0.8074561081485688 0.06609380077666875
1522582 0.8559749398473802 0.06756161011247436
1522600 0.8155477143178593 0.06634110774906297
1522617 0.7791632244421612 0.06522313549498969
1522634 1.0540930771284072 0.07325045744068409
1522651 0.7670393989997072 0.06484656766328271
1522669 0.7549128124651246 0.0644675650122832
1527498 0.18758472783323724 0.04331124269355752
1527516 0.13241717761608998 0.040523204493815974
1527533 0.10408653462093437 0.039082949265078465
1527542 0.05956643727332974 0.03670557318729764
1527559 0.05147198079029432 0.03625667646573143
1527576 0.04742482030256718 0.03603019113342524
1527593 0.0514723345761554 0.03625692567120801
1527611 0.06361462131941352 0.03692854311235261
1527628 0.08385176398957872 0.038021483972499694
1527645 0.12432603222509783 0.04011804506248569
1527654 0.1728953996352963 0.04249761199698189
1527671 0.29027134062733473 0.0477611512214406
1527688 0.27813001970301793 0.04724402215888486
1527706 0.257893689505674 0.04636921087021814
1527723 0.3388439411533909 0.04977708847196194
